"_id","clone_url","commit_size","full_name","issue_size","repo_size","status"
"i2p/i2p.i2p","https://github.com/i2p/i2p.i2p.git","15638","i2p/i2p.i2p","10","406607","false"
"twitter/ambrose","https://github.com/twitter/ambrose.git","643","twitter/ambrose","117","4941","true"
"siddhi-io/siddhi","https://github.com/siddhi-io/siddhi.git","5970","siddhi-io/siddhi","1637","39222","true"
"OpenHFT/Java-Thread-Affinity","https://github.com/OpenHFT/Java-Thread-Affinity.git","452","OpenHFT/Java-Thread-Affinity","63","666","true"
"tumblr/Graywater","https://github.com/tumblr/Graywater.git","17","tumblr/Graywater","7","140","false"
"git-commit-id/git-commit-id-maven-plugin","https://github.com/git-commit-id/git-commit-id-maven-plugin.git","1109","git-commit-id/git-commit-id-maven-plugin","517","3119","true"
"andreasschrade/android-design-template","https://github.com/andreasschrade/android-design-template.git","9","andreasschrade/android-design-template","1","1707","false"
"danylovolokh/LondonEyeLayoutManager","https://github.com/danylovolokh/LondonEyeLayoutManager.git","47","danylovolokh/LondonEyeLayoutManager","1","737","false"
"romannurik/Android-WizardPager","https://github.com/romannurik/Android-WizardPager.git","14","romannurik/Android-WizardPager","6","571","false"
"yankai-victor/Loading","https://github.com/yankai-victor/Loading.git","41","yankai-victor/Loading","16","1079","false"
"apache/bookkeeper","https://github.com/apache/bookkeeper.git","2460","apache/bookkeeper","2417","56294","true"
"iotaledger/iri","https://github.com/iotaledger/iri.git","2701","iotaledger/iri","1384","239620","false"
"ElderDrivers/EdXposedManager","https://github.com/ElderDrivers/EdXposedManager.git","1516","ElderDrivers/EdXposedManager","178","21220","true"
"ganyao114/SandHook","https://github.com/ganyao114/SandHook.git","497","ganyao114/SandHook","46","24207","true"
"jakob-grabner/Circle-Progress-View","https://github.com/jakob-grabner/Circle-Progress-View.git","142","jakob-grabner/Circle-Progress-View","77","9755","false"
"LeonardoZ/java-concurrency-patterns","https://github.com/LeonardoZ/java-concurrency-patterns.git","24","LeonardoZ/java-concurrency-patterns","6","72","false"
"eoecn/android-app","https://github.com/eoecn/android-app.git","132","eoecn/android-app","82","3953","false"
"ongakuer/PhotoDraweeView","https://github.com/ongakuer/PhotoDraweeView.git","38","ongakuer/PhotoDraweeView","63","11948","false"
"xiaojianglaile/Calendar","https://github.com/xiaojianglaile/Calendar.git","100","xiaojianglaile/Calendar","8","2581","false"
"komoot/photon","https://github.com/komoot/photon.git","978","komoot/photon","458","10271","true"
"magefree/mage","https://github.com/magefree/mage.git","33888","magefree/mage","6912","624995","false"
"lopspower/CircularFillableLoaders","https://github.com/lopspower/CircularFillableLoaders.git","54","lopspower/CircularFillableLoaders","18","160310","false"
"vipulasri/TicketView","https://github.com/vipulasri/TicketView.git","75","vipulasri/TicketView","24","8833","false"
"xiaoyaoyou1212/BLE","https://github.com/xiaoyaoyou1212/BLE.git","136","xiaoyaoyou1212/BLE","56","2918","false"
"201206030/novel-plus","https://github.com/201206030/novel-plus.git","248","201206030/novel-plus","7","42277","true"
"chiuki/advanced-textview","https://github.com/chiuki/advanced-textview.git","23","chiuki/advanced-textview","6","332","false"
"wisdom-projects/rest-client","https://github.com/wisdom-projects/rest-client.git","79","wisdom-projects/rest-client","12","15174","false"
"msgpack/msgpack-java","https://github.com/msgpack/msgpack-java.git","1591","msgpack/msgpack-java","499","3391","true"
"robinhood/spark","https://github.com/robinhood/spark.git","60","robinhood/spark","72","297","false"
"HotBitmapGG/CreditSesameRingView","https://github.com/HotBitmapGG/CreditSesameRingView.git","45","HotBitmapGG/CreditSesameRingView","4","18994","false"
"spring-projects/spring-data-book","https://github.com/spring-projects/spring-data-book.git","210","spring-projects/spring-data-book","6","1234","true"
"michael-rapp/ChromeLikeTabSwitcher","https://github.com/michael-rapp/ChromeLikeTabSwitcher.git","1278","michael-rapp/ChromeLikeTabSwitcher","25","16985","true"
"uber-archive/AthenaX","https://github.com/uber-archive/AthenaX.git","19","uber-archive/AthenaX","26","286","false"
"flipkart-incubator/proteus","https://github.com/flipkart-incubator/proteus.git","1121","flipkart-incubator/proteus","158","3550","true"
"aol/cyclops","https://github.com/aol/cyclops.git","3502","aol/cyclops","1075","35988","true"
"sirthias/parboiled","https://github.com/sirthias/parboiled.git","780","sirthias/parboiled","127","64546","true"
"menacher/java-game-server","https://github.com/menacher/java-game-server.git","336","menacher/java-game-server","58","40804","true"
"donkingliang/GroupedRecyclerViewAdapter","https://github.com/donkingliang/GroupedRecyclerViewAdapter.git","79","donkingliang/GroupedRecyclerViewAdapter","63","2888","false"
"EsotericSoftware/reflectasm","https://github.com/EsotericSoftware/reflectasm.git","169","EsotericSoftware/reflectasm","70","891","false"
"linfaxin/TransitionPlayer","https://github.com/linfaxin/TransitionPlayer.git","13","linfaxin/TransitionPlayer","2","1984","false"
"iqiyi/Qigsaw","https://github.com/iqiyi/Qigsaw.git","302","iqiyi/Qigsaw","36","68278","true"
"jaredrummler/MaterialSpinner","https://github.com/jaredrummler/MaterialSpinner.git","120","jaredrummler/MaterialSpinner","104","718","false"
"ebean-orm/ebean","https://github.com/ebean-orm/ebean.git","4630","ebean-orm/ebean","2193","23535","true"
"linkedin/dr-elephant","https://github.com/linkedin/dr-elephant.git","399","linkedin/dr-elephant","536","11329","true"
"zhisheng17/blog","https://github.com/zhisheng17/blog.git","5","zhisheng17/blog","37","7556","false"
"ToDou/appbarlayout-spring-behavior","https://github.com/ToDou/appbarlayout-spring-behavior.git","75","ToDou/appbarlayout-spring-behavior","18","83811","false"
"aliyun/aliyun-openapi-java-sdk","https://github.com/aliyun/aliyun-openapi-java-sdk.git","4012","aliyun/aliyun-openapi-java-sdk","556","45519","true"
"VertaAI/modeldb","https://github.com/VertaAI/modeldb.git","2644","VertaAI/modeldb","2022","34231","true"
"bamlab/react-native-image-resizer","https://github.com/bamlab/react-native-image-resizer.git","139","bamlab/react-native-image-resizer","210","979","false"
"iammert/ExpandableLayout","https://github.com/iammert/ExpandableLayout.git","36","iammert/ExpandableLayout","8","233","false"
"jaredrummler/AndroidDeviceNames","https://github.com/jaredrummler/AndroidDeviceNames.git","221","jaredrummler/AndroidDeviceNames","29","18592","true"
"andremion/Floating-Navigation-View","https://github.com/andremion/Floating-Navigation-View.git","47","andremion/Floating-Navigation-View","17","308","false"
"jonfinerty/Once","https://github.com/jonfinerty/Once.git","119","jonfinerty/Once","45","223","false"
"swaldman/c3p0","https://github.com/swaldman/c3p0.git","359","swaldman/c3p0","64","3616","true"
"yannecer/NCalendar","https://github.com/yannecer/NCalendar.git","565","yannecer/NCalendar","57","18278","true"
"topjohnwu/MagiskManager","https://github.com/topjohnwu/MagiskManager.git","1045","topjohnwu/MagiskManager","350","8594","true"
"SpringCloud/Moss","https://github.com/SpringCloud/Moss.git","113","SpringCloud/Moss","53","4670","false"
"leinardi/FloatingActionButtonSpeedDial","https://github.com/leinardi/FloatingActionButtonSpeedDial.git","203","leinardi/FloatingActionButtonSpeedDial","132","2099","true"
"google/live-transcribe-speech-engine","https://github.com/google/live-transcribe-speech-engine.git","11","google/live-transcribe-speech-engine","19","6999","false"
"cincheo/jsweet","https://github.com/cincheo/jsweet.git","1717","cincheo/jsweet","563","10655","true"
"weexteam/hackernews-App-powered-by-Apache-Weex","https://github.com/weexteam/hackernews-App-powered-by-Apache-Weex.git","131","weexteam/hackernews-App-powered-by-Apache-Weex","85","8958","false"
"react-native-community/react-native-template-typescript","https://github.com/react-native-community/react-native-template-typescript.git","248","react-native-community/react-native-template-typescript","197","412","true"
"Blizzard-liu/AndroidUtils","https://github.com/Blizzard-liu/AndroidUtils.git","102","Blizzard-liu/AndroidUtils","2","294","false"
"palaima/DebugDrawer","https://github.com/palaima/DebugDrawer.git","189","palaima/DebugDrawer","81","3388","false"
"fusesource/mqtt-client","https://github.com/fusesource/mqtt-client.git","160","fusesource/mqtt-client","36","407","false"
"dkzwm/SmoothRefreshLayout","https://github.com/dkzwm/SmoothRefreshLayout.git","668","dkzwm/SmoothRefreshLayout","125","186379","false"
"razerdp/FriendCircle","https://github.com/razerdp/FriendCircle.git","435","razerdp/FriendCircle","83","2461","true"
"yuliskov/SmartTubeNext","https://github.com/yuliskov/SmartTubeNext.git","2466","yuliskov/SmartTubeNext","319","24405","true"
"googlearchive/android-Camera2Video","https://github.com/googlearchive/android-Camera2Video.git","30","googlearchive/android-Camera2Video","101","6930","false"
"hongyangAndroid/Android-CircleMenu","https://github.com/hongyangAndroid/Android-CircleMenu.git","10","hongyangAndroid/Android-CircleMenu","0","6323","false"
"commonsguy/cw-android","https://github.com/commonsguy/cw-android.git","132","commonsguy/cw-android","0","3006","false"
"glomadrian/material-animated-switch","https://github.com/glomadrian/material-animated-switch.git","18","glomadrian/material-animated-switch","7","237","false"
"williamyyu/SimpleRatingBar","https://github.com/williamyyu/SimpleRatingBar.git","156","williamyyu/SimpleRatingBar","84","2373","false"
"jiang111/IndexRecyclerView","https://github.com/jiang111/IndexRecyclerView.git","64","jiang111/IndexRecyclerView","9","1879","false"
"saulmm/Curved-Fab-Reveal-Example","https://github.com/saulmm/Curved-Fab-Reveal-Example.git","20","saulmm/Curved-Fab-Reveal-Example","2","2924","false"
"dongjunkun/GanK","https://github.com/dongjunkun/GanK.git","19","dongjunkun/GanK","3","9170","false"
"slapperwan/gh4a","https://github.com/slapperwan/gh4a.git","2756","slapperwan/gh4a","851","19807","true"
"mattprecious/telescope","https://github.com/mattprecious/telescope.git","149","mattprecious/telescope","72","2943","false"
"adrielcafe/AndroidAudioConverter","https://github.com/adrielcafe/AndroidAudioConverter.git","16","adrielcafe/AndroidAudioConverter","4","9308","false"
"FormidableLabs/react-native-app-auth","https://github.com/FormidableLabs/react-native-app-auth.git","471","FormidableLabs/react-native-app-auth","531","3675","true"
"couchbase/couchbase-lite-android","https://github.com/couchbase/couchbase-lite-android.git","3038","couchbase/couchbase-lite-android","730","75159","true"
"JetBrains/MPS","https://github.com/JetBrains/MPS.git","88317","JetBrains/MPS","53","7501889","false"
"o19s/elasticsearch-learning-to-rank","https://github.com/o19s/elasticsearch-learning-to-rank.git","525","o19s/elasticsearch-learning-to-rank","339","1674","true"
"baiiu/DropDownMenu","https://github.com/baiiu/DropDownMenu.git","33","baiiu/DropDownMenu","41","508","false"
"xinghongfei/awesome-view","https://github.com/xinghongfei/awesome-view.git","9","xinghongfei/awesome-view","0","881","false"
"SmartBear/soapui","https://github.com/SmartBear/soapui.git","7503","SmartBear/soapui","483","96759","true"
"wuapnjie/StickerView","https://github.com/wuapnjie/StickerView.git","75","wuapnjie/StickerView","39","3020","false"
"fabioCollini/DaggerMock","https://github.com/fabioCollini/DaggerMock.git","247","fabioCollini/DaggerMock","78","496","true"
"mauron85/react-native-background-geolocation","https://github.com/mauron85/react-native-background-geolocation.git","342","mauron85/react-native-background-geolocation","479","984","true"
"psi-probe/psi-probe","https://github.com/psi-probe/psi-probe.git","3397","psi-probe/psi-probe","1672","36141","true"
"Mulham-Raee/Horizontal-Calendar","https://github.com/Mulham-Raee/Horizontal-Calendar.git","69","Mulham-Raee/Horizontal-Calendar","71","1443","false"
"pagehelper/pagehelper-spring-boot","https://github.com/pagehelper/pagehelper-spring-boot.git","44","pagehelper/pagehelper-spring-boot","52","91","false"
"iterate-ch/cyberduck","https://github.com/iterate-ch/cyberduck.git","34595","iterate-ch/cyberduck","495","597116","false"
"glomadrian/RoadRunner","https://github.com/glomadrian/RoadRunner.git","40","glomadrian/RoadRunner","2","3880","false"
"Xiaofei-it/Hermes","https://github.com/Xiaofei-it/Hermes.git","89","Xiaofei-it/Hermes","12","323","false"
"ocpsoft/prettytime","https://github.com/ocpsoft/prettytime.git","374","ocpsoft/prettytime","205","708","true"
"kymjs/RxVolley","https://github.com/kymjs/RxVolley.git","86","kymjs/RxVolley","2","350","false"
"spring-projects/spring-integration","https://github.com/spring-projects/spring-integration.git","10715","spring-projects/spring-integration","3500","59650","true"
"apache/tika","https://github.com/apache/tika.git","5134","apache/tika","376","222766","false"
"jasonpolites/gesture-imageview","https://github.com/jasonpolites/gesture-imageview.git","67","jasonpolites/gesture-imageview","27","1377","false"
"SheHuan/CombineBitmap","https://github.com/SheHuan/CombineBitmap.git","12","SheHuan/CombineBitmap","6","1810","false"
"QuantumBadger/RedReader","https://github.com/QuantumBadger/RedReader.git","1776","QuantumBadger/RedReader","631","7628","true"
"rampatra/jbot","https://github.com/rampatra/jbot.git","305","rampatra/jbot","116","45774","true"
"tianshaojie/AndroidFine","https://github.com/tianshaojie/AndroidFine.git","46","tianshaojie/AndroidFine","14","1974","false"
"wrapp-archive/floatlabelededittext","https://github.com/wrapp-archive/floatlabelededittext.git","34","wrapp-archive/floatlabelededittext","37","716","false"
"darryrzhong/Android-MvvmComponent-App","https://github.com/darryrzhong/Android-MvvmComponent-App.git","9","darryrzhong/Android-MvvmComponent-App","1","4621","false"
"jvm-profiling-tools/honest-profiler","https://github.com/jvm-profiling-tools/honest-profiler.git","710","jvm-profiling-tools/honest-profiler","211","2181","true"
"apache/poi","https://github.com/apache/poi.git","10820","apache/poi","222","200940","false"
"siriscac/RippleView","https://github.com/siriscac/RippleView.git","36","siriscac/RippleView","12","1049","false"
"apache/logging-log4j2","https://github.com/apache/logging-log4j2.git","11332","apache/logging-log4j2","440","49726","true"
"GDG-Korea/PinterestLikeAdapterView","https://github.com/GDG-Korea/PinterestLikeAdapterView.git","133","GDG-Korea/PinterestLikeAdapterView","29","1029","false"
"CNSRE/HTTPDNSLib","https://github.com/CNSRE/HTTPDNSLib.git","68","CNSRE/HTTPDNSLib","3","67956","false"
"puniverse/capsule","https://github.com/puniverse/capsule.git","1148","puniverse/capsule","109","6156","true"
"googleapis/google-http-java-client","https://github.com/googleapis/google-http-java-client.git","1015","googleapis/google-http-java-client","1301","10550","true"
"ctripcorp/dal","https://github.com/ctripcorp/dal.git","1308","ctripcorp/dal","59","120248","false"
"jlmd/AnimatedCircleLoadingView","https://github.com/jlmd/AnimatedCircleLoadingView.git","53","jlmd/AnimatedCircleLoadingView","15","765","false"
