"_id","clone_url","commit_size","full_name","issue_size","repo_size","status"
"mybatis/generator","https://github.com/mybatis/generator.git","1198","mybatis/generator","673","46014","true"
"mcxiaoke/packer-ng-plugin","https://github.com/mcxiaoke/packer-ng-plugin.git","215","mcxiaoke/packer-ng-plugin","141","1447","true"
"JodaOrg/joda-time","https://github.com/JodaOrg/joda-time.git","2174","JodaOrg/joda-time","526","11151","true"
"ZXZxin/ZXBlog","https://github.com/ZXZxin/ZXBlog.git","932","ZXZxin/ZXBlog","6","251160","false"
"hibernate/hibernate-orm","https://github.com/hibernate/hibernate-orm.git","10758","hibernate/hibernate-orm","3693","183164","false"
"JakeWharton/NineOldAndroids","https://github.com/JakeWharton/NineOldAndroids.git","115","JakeWharton/NineOldAndroids","48","1207","false"
"junit-team/junit5","https://github.com/junit-team/junit5.git","6710","junit-team/junit5","2359","602924","false"
"jdamcd/android-crop","https://github.com/jdamcd/android-crop.git","212","jdamcd/android-crop","170","2835","true"
"Flipboard/bottomsheet","https://github.com/Flipboard/bottomsheet.git","167","Flipboard/bottomsheet","157","363","false"
"youlookwhat/CloudReader","https://github.com/youlookwhat/CloudReader.git","869","youlookwhat/CloudReader","118","95146","true"
"ffay/lanproxy","https://github.com/ffay/lanproxy.git","67","ffay/lanproxy","36","8554","false"
"btraceio/btrace","https://github.com/btraceio/btrace.git","1293","btraceio/btrace","462","16613","true"
"huangyanbin/smartTable","https://github.com/huangyanbin/smartTable.git","170","huangyanbin/smartTable","100","63951","false"
"Meituan-Dianping/Leaf","https://github.com/Meituan-Dianping/Leaf.git","44","Meituan-Dianping/Leaf","106","143","false"
"HotBitmapGG/bilibili-android-client","https://github.com/HotBitmapGG/bilibili-android-client.git","488","HotBitmapGG/bilibili-android-client","62","113179","false"
"facebookarchive/react-native-fbsdk","https://github.com/facebookarchive/react-native-fbsdk.git","289","facebookarchive/react-native-fbsdk","614","3092","true"
"mik3y/usb-serial-for-android","https://github.com/mik3y/usb-serial-for-android.git","200","mik3y/usb-serial-for-android","344","793","false"
"jasonross/Nuwa","https://github.com/jasonross/Nuwa.git","14","jasonross/Nuwa","32","0","false"
"woxingxiao/BubbleSeekBar","https://github.com/woxingxiao/BubbleSeekBar.git","114","woxingxiao/BubbleSeekBar","154","43994","false"
"uber/NullAway","https://github.com/uber/NullAway.git","384","uber/NullAway","398","2789","true"
"race604/FlyRefresh","https://github.com/race604/FlyRefresh.git","43","race604/FlyRefresh","10","2178","false"
"questdb/questdb","https://github.com/questdb/questdb.git","2825","questdb/questdb","812","397198","false"
"saulmm/Android-Material-Examples","https://github.com/saulmm/Android-Material-Examples.git","47","saulmm/Android-Material-Examples","6","1194","false"
"Yalantis/Phoenix","https://github.com/Yalantis/Phoenix.git","72","Yalantis/Phoenix","35","656","false"
"makovkastar/FloatingActionButton","https://github.com/makovkastar/FloatingActionButton.git","321","makovkastar/FloatingActionButton","145","11228","true"
"ChadCSong/ShineButton","https://github.com/ChadCSong/ShineButton.git","117","ChadCSong/ShineButton","30","2525","false"
"Jacksgong/JKeyboardPanelSwitch","https://github.com/Jacksgong/JKeyboardPanelSwitch.git","195","Jacksgong/JKeyboardPanelSwitch","55","24090","false"
"rubensousa/ViewPagerCards","https://github.com/rubensousa/ViewPagerCards.git","20","rubensousa/ViewPagerCards","15","105","false"
"baidu/uid-generator","https://github.com/baidu/uid-generator.git","5","baidu/uid-generator","39","365","false"
"alipay/SoloPi","https://github.com/alipay/SoloPi.git","166","alipay/SoloPi","80","257007","false"
"bingoogolapple/BGABanner-Android","https://github.com/bingoogolapple/BGABanner-Android.git","148","bingoogolapple/BGABanner-Android","204","40637","false"
"CellularPrivacy/Android-IMSI-Catcher-Detector","https://github.com/CellularPrivacy/Android-IMSI-Catcher-Detector.git","2622","CellularPrivacy/Android-IMSI-Catcher-Detector","810","11042","true"
"rengwuxian/RxJavaSamples","https://github.com/rengwuxian/RxJavaSamples.git","24","rengwuxian/RxJavaSamples","10","4613","false"
"dinuscxj/LoadingDrawable","https://github.com/dinuscxj/LoadingDrawable.git","46","dinuscxj/LoadingDrawable","13","13846","false"
"plantuml/plantuml","https://github.com/plantuml/plantuml.git","332","plantuml/plantuml","214","25588","true"
"Meituan-Dianping/Robust","https://github.com/Meituan-Dianping/Robust.git","260","Meituan-Dianping/Robust","316","26253","true"
"airbnb/DeepLinkDispatch","https://github.com/airbnb/DeepLinkDispatch.git","298","airbnb/DeepLinkDispatch","264","2587","true"
"BoltsFramework/Bolts-Android","https://github.com/BoltsFramework/Bolts-Android.git","197","BoltsFramework/Bolts-Android","125","476","false"
"alibaba/Tangram-Android","https://github.com/alibaba/Tangram-Android.git","359","alibaba/Tangram-Android","136","1596","true"
"2227324689/gpmall","https://github.com/2227324689/gpmall.git","442","2227324689/gpmall","154","9831","true"
"flowable/flowable-engine","https://github.com/flowable/flowable-engine.git","12324","flowable/flowable-engine","2667","199071","false"
"cglib/cglib","https://github.com/cglib/cglib.git","860","cglib/cglib","113","4941","true"
"spring-projects/spring-data-examples","https://github.com/spring-projects/spring-data-examples.git","556","spring-projects/spring-data-examples","588","10452","true"
"Netflix/ribbon","https://github.com/Netflix/ribbon.git","895","Netflix/ribbon","276","3335","true"
"codingapi/tx-lcn","https://github.com/codingapi/tx-lcn.git","1078","codingapi/tx-lcn","378","14535","true"
"JanusGraph/janusgraph","https://github.com/JanusGraph/janusgraph.git","6316","JanusGraph/janusgraph","2075","55015","true"
"javagrowing/JGrowing","https://github.com/javagrowing/JGrowing.git","133","javagrowing/JGrowing","23","2987","false"
"bitcoinj/bitcoinj","https://github.com/bitcoinj/bitcoinj.git","3591","bitcoinj/bitcoinj","1741","21951","true"
"cjlin1/libsvm","https://github.com/cjlin1/libsvm.git","1058","cjlin1/libsvm","74","7640","true"
"ongakuer/CircleIndicator","https://github.com/ongakuer/CircleIndicator.git","118","ongakuer/CircleIndicator","131","4407","false"
"aurelhubert/ahbottomnavigation","https://github.com/aurelhubert/ahbottomnavigation.git","280","aurelhubert/ahbottomnavigation","290","5644","true"
"google/google-java-format","https://github.com/google/google-java-format.git","584","google/google-java-format","506","1637","true"
"lettuce-io/lettuce-core","https://github.com/lettuce-io/lettuce-core.git","2101","lettuce-io/lettuce-core","1657","18859","true"
"hansonwang99/Spring-Boot-In-Action","https://github.com/hansonwang99/Spring-Boot-In-Action.git","34","hansonwang99/Spring-Boot-In-Action","10","15823","false"
"ThirtyDegreesRay/OpenHub","https://github.com/ThirtyDegreesRay/OpenHub.git","541","ThirtyDegreesRay/OpenHub","158","10128","true"
"roboguice/roboguice","https://github.com/roboguice/roboguice.git","1054","roboguice/roboguice","203","70278","true"
"Exrick/xpay","https://github.com/Exrick/xpay.git","60","Exrick/xpay","44","12145","false"
"xcltapestry/XCL-Charts","https://github.com/xcltapestry/XCL-Charts.git","173","xcltapestry/XCL-Charts","9","127035","false"
"Manabu-GT/ExpandableTextView","https://github.com/Manabu-GT/ExpandableTextView.git","37","Manabu-GT/ExpandableTextView","30","4287","false"
"zhanglei-workspace/shopping-management-system","https://github.com/zhanglei-workspace/shopping-management-system.git","62","zhanglei-workspace/shopping-management-system","12","4353","false"
"youtube/api-samples","https://github.com/youtube/api-samples.git","467","youtube/api-samples","59","815","true"
"iNPUTmice/Conversations","https://github.com/iNPUTmice/Conversations.git","6599","iNPUTmice/Conversations","3952","45314","true"
"objectbox/objectbox-java","https://github.com/objectbox/objectbox-java.git","1290","objectbox/objectbox-java","846","1950","true"
"apache/ignite","https://github.com/apache/ignite.git","27483","apache/ignite","8119","397408","false"
"orhanobut/hawk","https://github.com/orhanobut/hawk.git","281","orhanobut/hawk","195","967","true"
"MiguelCatalan/MaterialSearchView","https://github.com/MiguelCatalan/MaterialSearchView.git","66","MiguelCatalan/MaterialSearchView","80","4665","false"
"alibaba/transmittable-thread-local","https://github.com/alibaba/transmittable-thread-local.git","775","alibaba/transmittable-thread-local","233","4117","true"
"natario1/CameraView","https://github.com/natario1/CameraView.git","604","natario1/CameraView","1005","30102","true"
"phishman3579/java-algorithms-implementation","https://github.com/phishman3579/java-algorithms-implementation.git","879","phishman3579/java-algorithms-implementation","110","1487","true"
"Piasy/BigImageViewer","https://github.com/Piasy/BigImageViewer.git","126","Piasy/BigImageViewer","195","55945","false"
"Freeyourgadget/Gadgetbridge","https://github.com/Freeyourgadget/Gadgetbridge.git","6544","Freeyourgadget/Gadgetbridge","1273","24668","true"
"CalebFenton/simplify","https://github.com/CalebFenton/simplify.git","913","CalebFenton/simplify","133","103321","false"
"ZHENFENG13/spring-boot-projects","https://github.com/ZHENFENG13/spring-boot-projects.git","1","ZHENFENG13/spring-boot-projects","25","10875","false"
"chewiebug/GCViewer","https://github.com/chewiebug/GCViewer.git","754","chewiebug/GCViewer","185","6548","true"
"yangfuhai/ASimpleCache","https://github.com/yangfuhai/ASimpleCache.git","21","yangfuhai/ASimpleCache","12","719","false"
"nytimes/Store","https://github.com/nytimes/Store.git","261","nytimes/Store","350","2538","true"
"rstudio/rstudio","https://github.com/rstudio/rstudio.git","34680","rstudio/rstudio","8211","391141","false"
"ryanhoo/StylishMusicPlayer","https://github.com/ryanhoo/StylishMusicPlayer.git","79","ryanhoo/StylishMusicPlayer","22","2929","false"
"bjmashibing/InternetArchitect","https://github.com/bjmashibing/InternetArchitect.git","152","bjmashibing/InternetArchitect","6","299643","false"
"ankidroid/Anki-Android","https://github.com/ankidroid/Anki-Android.git","12505","ankidroid/Anki-Android","8233","153907","false"
"willowtreeapps/spruce-android","https://github.com/willowtreeapps/spruce-android.git","298","willowtreeapps/spruce-android","123","8169","true"
"binIoter/GuideView","https://github.com/binIoter/GuideView.git","35","binIoter/GuideView","54","7068","false"
"JakeWharton/ThreeTenABP","https://github.com/JakeWharton/ThreeTenABP.git","103","JakeWharton/ThreeTenABP","126","336","false"
"brianfrankcooper/YCSB","https://github.com/brianfrankcooper/YCSB.git","1299","brianfrankcooper/YCSB","1282","32435","true"
"JZ-Darkal/AndroidHttpCapture","https://github.com/JZ-Darkal/AndroidHttpCapture.git","87","JZ-Darkal/AndroidHttpCapture","50","5879","false"
"vespa-engine/vespa","https://github.com/vespa-engine/vespa.git","49232","vespa-engine/vespa","17354","138679","false"
"andremion/Music-Player","https://github.com/andremion/Music-Player.git","67","andremion/Music-Player","21","24772","false"
"react-native-webrtc/react-native-webrtc","https://github.com/react-native-webrtc/react-native-webrtc.git","716","react-native-webrtc/react-native-webrtc","881","393222","false"
"liujingxing/okhttp-RxHttp","https://github.com/liujingxing/okhttp-RxHttp.git","1065","liujingxing/okhttp-RxHttp","234","10340","true"
"florent37/ShapeOfView","https://github.com/florent37/ShapeOfView.git","132","florent37/ShapeOfView","33","14156","false"
"android-notes/Cockroach","https://github.com/android-notes/Cockroach.git","71","android-notes/Cockroach","41","6579","false"
"iwgang/CountdownView","https://github.com/iwgang/CountdownView.git","98","iwgang/CountdownView","120","10604","false"
"bmelnychuk/AndroidTreeView","https://github.com/bmelnychuk/AndroidTreeView.git","57","bmelnychuk/AndroidTreeView","67","261","false"
"java8/Java8InAction","https://github.com/java8/Java8InAction.git","61","java8/Java8InAction","15","112","false"
"mxdldev/android-mvp-mvvm-flytour","https://github.com/mxdldev/android-mvp-mvvm-flytour.git","192","mxdldev/android-mvp-mvvm-flytour","3","35176","false"
"cabaletta/baritone","https://github.com/cabaletta/baritone.git","2707","cabaletta/baritone","2074","12088","true"
"nic-delhi/AarogyaSetu_Android","https://github.com/nic-delhi/AarogyaSetu_Android.git","129","nic-delhi/AarogyaSetu_Android","106","727","false"
"JakeWharton/scalpel","https://github.com/JakeWharton/scalpel.git","59","JakeWharton/scalpel","19","1064","false"
"Teevity/ice","https://github.com/Teevity/ice.git","251","Teevity/ice","195","2507","true"
"jenkinsci/blueocean-plugin","https://github.com/jenkinsci/blueocean-plugin.git","4199","jenkinsci/blueocean-plugin","2079","29512","true"
"ballerina-platform/ballerina-lang","https://github.com/ballerina-platform/ballerina-lang.git","100047","ballerina-platform/ballerina-lang","28247","588643","false"
"watabou/pixel-dungeon","https://github.com/watabou/pixel-dungeon.git","25","watabou/pixel-dungeon","40","8161","false"
"szerhusenBC/jwt-spring-security-demo","https://github.com/szerhusenBC/jwt-spring-security-demo.git","132","szerhusenBC/jwt-spring-security-demo","108","328","false"
"google/binnavi","https://github.com/google/binnavi.git","296","google/binnavi","64","136495","false"
"code-troopers/android-betterpickers","https://github.com/code-troopers/android-betterpickers.git","586","code-troopers/android-betterpickers","279","16810","true"
"MagicMashRoom/SuperCalendar","https://github.com/MagicMashRoom/SuperCalendar.git","162","MagicMashRoom/SuperCalendar","113","2154","false"
"apollographql/apollo-android","https://github.com/apollographql/apollo-android.git","1642","apollographql/apollo-android","2899","161135","false"
"JackyAndroid/AndroidTVLauncher","https://github.com/JackyAndroid/AndroidTVLauncher.git","193","JackyAndroid/AndroidTVLauncher","40","20573","false"
"zendesk/maxwell","https://github.com/zendesk/maxwell.git","3360","zendesk/maxwell","1534","12891","true"
"harjot-oberai/MusicDNA","https://github.com/harjot-oberai/MusicDNA.git","357","harjot-oberai/MusicDNA","56","37916","true"
"glomadrian/Grav","https://github.com/glomadrian/Grav.git","51","glomadrian/Grav","6","33995","false"
"Malinskiy/SuperRecyclerView","https://github.com/Malinskiy/SuperRecyclerView.git","48","Malinskiy/SuperRecyclerView","49","207","false"
"KunMinX/Linkage-RecyclerView","https://github.com/KunMinX/Linkage-RecyclerView.git","138","KunMinX/Linkage-RecyclerView","44","845","false"
"Todd-Davies/ProgressWheel","https://github.com/Todd-Davies/ProgressWheel.git","94","Todd-Davies/ProgressWheel","61","384","false"
"tyzlmjj/PagerBottomTabStrip","https://github.com/tyzlmjj/PagerBottomTabStrip.git","100","tyzlmjj/PagerBottomTabStrip","78","2426","false"
"amitshekhariitbhu/awesome-android-complete-reference","https://github.com/amitshekhariitbhu/awesome-android-complete-reference.git","192","amitshekhariitbhu/awesome-android-complete-reference","10","187","false"
"chanjarster/weixin-java-tools","https://github.com/chanjarster/weixin-java-tools.git","380","chanjarster/weixin-java-tools","83","1727","true"
"500px/500px-android-blur","https://github.com/500px/500px-android-blur.git","25","500px/500px-android-blur","18","17004","false"
"jindrapetrik/jpexs-decompiler","https://github.com/jindrapetrik/jpexs-decompiler.git","5427","jindrapetrik/jpexs-decompiler","99","150684","false"
"jjoe64/GraphView","https://github.com/jjoe64/GraphView.git","405","jjoe64/GraphView","507","3506","true"
"florent37/DiagonalLayout","https://github.com/florent37/DiagonalLayout.git","67","florent37/DiagonalLayout","23","25095","false"
"osmandapp/OsmAnd","https://github.com/osmandapp/OsmAnd.git","69744","osmandapp/OsmAnd","9491","576774","false"
"pchmn/MaterialChipsInput","https://github.com/pchmn/MaterialChipsInput.git","26","pchmn/MaterialChipsInput","27","49284","false"
"Hitomis/transferee","https://github.com/Hitomis/transferee.git","368","Hitomis/transferee","128","209683","false"
"mihaip/dex-method-counts","https://github.com/mihaip/dex-method-counts.git","49","mihaip/dex-method-counts","36","195","false"
"r0adkll/Slidr","https://github.com/r0adkll/Slidr.git","103","r0adkll/Slidr","65","15581","false"
"codedrinker/community","https://github.com/codedrinker/community.git","162","codedrinker/community","8","4623","false"
"android/animation-samples","https://github.com/android/animation-samples.git","81","android/animation-samples","28","49682","false"
"mongodb/mongo-hadoop","https://github.com/mongodb/mongo-hadoop.git","1179","mongodb/mongo-hadoop","119","87082","true"
"zincPower/UI2018","https://github.com/zincPower/UI2018.git","90","zincPower/UI2018","2","35749","false"
"badoo/android-weak-handler","https://github.com/badoo/android-weak-handler.git","16","badoo/android-weak-handler","11","153","false"
"traex/CalendarListview","https://github.com/traex/CalendarListview.git","51","traex/CalendarListview","17","1122","false"
"eoinfogarty/Onboarding","https://github.com/eoinfogarty/Onboarding.git","28","eoinfogarty/Onboarding","5","48293","false"
"xuxueli/xxl-sso","https://github.com/xuxueli/xxl-sso.git","105","xuxueli/xxl-sso","41","1926","false"
"x-ream/x7","https://github.com/x-ream/x7.git","471","x-ream/x7","28","7982","true"
"sucese/phoenix","https://github.com/sucese/phoenix.git","187","sucese/phoenix","36","228256","false"
"alidili/Demos","https://github.com/alidili/Demos.git","117","alidili/Demos","8","52395","false"
"google/nomulus","https://github.com/google/nomulus.git","3521","google/nomulus","1065","71319","true"
"flschweiger/SwipeStack","https://github.com/flschweiger/SwipeStack.git","18","flschweiger/SwipeStack","11","19483","false"
"zoontek/react-native-localize","https://github.com/zoontek/react-native-localize.git","232","zoontek/react-native-localize","133","3397","true"
"Smith-Cruise/Spring-Boot-Shiro","https://github.com/Smith-Cruise/Spring-Boot-Shiro.git","24","Smith-Cruise/Spring-Boot-Shiro","65","65","false"
"Baeldung/spring-security-oauth","https://github.com/Baeldung/spring-security-oauth.git","468","Baeldung/spring-security-oauth","229","2713","true"
"litesuits/android-lite-orm","https://github.com/litesuits/android-lite-orm.git","98","litesuits/android-lite-orm","32","2010","false"
"apache/ambari","https://github.com/apache/ambari.git","24588","apache/ambari","3223","365106","false"
"chinashiyu/gfw.press","https://github.com/chinashiyu/gfw.press.git","112","chinashiyu/gfw.press","27","4619","false"
"badoualy/stepper-indicator","https://github.com/badoualy/stepper-indicator.git","80","badoualy/stepper-indicator","41","1866","false"
"seaswalker/jdk-sourcecode-analysis","https://github.com/seaswalker/jdk-sourcecode-analysis.git","90","seaswalker/jdk-sourcecode-analysis","5","2178","false"
"prometheus/client_java","https://github.com/prometheus/client_java.git","464","prometheus/client_java","610","4574","true"
"seata/seata-samples","https://github.com/seata/seata-samples.git","266","seata/seata-samples","274","2158","true"
"Netflix/genie","https://github.com/Netflix/genie.git","3099","Netflix/genie","1084","163383","false"
"torakiki/pdfsam","https://github.com/torakiki/pdfsam.git","1212","torakiki/pdfsam","392","10761","true"
"lawloretienne/QuickReturn","https://github.com/lawloretienne/QuickReturn.git","190","lawloretienne/QuickReturn","24","151412","false"
"txusballesteros/bubbles-for-android","https://github.com/txusballesteros/bubbles-for-android.git","26","txusballesteros/bubbles-for-android","23","6029","false"
"eclipse/paho.mqtt.java","https://github.com/eclipse/paho.mqtt.java.git","846","eclipse/paho.mqtt.java","642","6079","true"
"vector-im/riot-android","https://github.com/vector-im/riot-android.git","8117","vector-im/riot-android","2398","896175","false"
"vekexasia/android-edittext-validator","https://github.com/vekexasia/android-edittext-validator.git","106","vekexasia/android-edittext-validator","61","237","false"
"Yalantis/pull-to-make-soup","https://github.com/Yalantis/pull-to-make-soup.git","26","Yalantis/pull-to-make-soup","12","714","false"
"charles2gan/GDA-android-reversing-Tool","https://github.com/charles2gan/GDA-android-reversing-Tool.git","208","charles2gan/GDA-android-reversing-Tool","25","64771","true"
"SpinyTech/ModularizationArchitecture","https://github.com/SpinyTech/ModularizationArchitecture.git","24","SpinyTech/ModularizationArchitecture","13","6319","false"
"1hakr/AnExplorer","https://github.com/1hakr/AnExplorer.git","501","1hakr/AnExplorer","104","15192","true"
"spring-cloud/spring-cloud-sleuth","https://github.com/spring-cloud/spring-cloud-sleuth.git","3002","spring-cloud/spring-cloud-sleuth","1877","88485","true"
"subhra74/snowflake","https://github.com/subhra74/snowflake.git","228","subhra74/snowflake","46","2321","true"
"crossbario/autobahn-java","https://github.com/crossbario/autobahn-java.git","461","crossbario/autobahn-java","498","5256","true"
"misakuo/3dTagCloudAndroid","https://github.com/misakuo/3dTagCloudAndroid.git","93","misakuo/3dTagCloudAndroid","20","4652","false"
"HoneyNeutrons/RecyclerViewUndoSwipe","https://github.com/HoneyNeutrons/RecyclerViewUndoSwipe.git","11","HoneyNeutrons/RecyclerViewUndoSwipe","2","17747","false"
"motianhuo/VCameraDemo","https://github.com/motianhuo/VCameraDemo.git","17","motianhuo/VCameraDemo","1","35568","false"
"a2888409/face2face","https://github.com/a2888409/face2face.git","101","a2888409/face2face","18","3287","false"
"xuexiangjys/XUpdate","https://github.com/xuexiangjys/XUpdate.git","196","xuexiangjys/XUpdate","112","30910","false"
"ccrama/Slide","https://github.com/ccrama/Slide.git","4060","ccrama/Slide","2956","131683","false"
"asciidocfx/AsciidocFX","https://github.com/asciidocfx/AsciidocFX.git","1626","asciidocfx/AsciidocFX","307","419323","false"
"Automattic/simplenote-android","https://github.com/Automattic/simplenote-android.git","3522","Automattic/simplenote-android","1267","9102","true"
"functionaljava/functionaljava","https://github.com/functionaljava/functionaljava.git","1115","functionaljava/functionaljava","404","3483","true"
"roomorama/Caldroid","https://github.com/roomorama/Caldroid.git","235","roomorama/Caldroid","357","4180","true"
"flutter/flutter-intellij","https://github.com/flutter/flutter-intellij.git","2527","flutter/flutter-intellij","4907","80214","true"
"hongyangAndroid/Android-StickyNavLayout","https://github.com/hongyangAndroid/Android-StickyNavLayout.git","16","hongyangAndroid/Android-StickyNavLayout","10","1347","false"
"facebook/TextLayoutBuilder","https://github.com/facebook/TextLayoutBuilder.git","82","facebook/TextLayoutBuilder","29","463","false"
"donkingliang/ConsecutiveScroller","https://github.com/donkingliang/ConsecutiveScroller.git","159","donkingliang/ConsecutiveScroller","180","2468","false"
"zoontek/react-native-bootsplash","https://github.com/zoontek/react-native-bootsplash.git","252","zoontek/react-native-bootsplash","221","15282","true"
"xiepeijie/SwipeCardView","https://github.com/xiepeijie/SwipeCardView.git","23","xiepeijie/SwipeCardView","19","41392","false"
"gauravk95/bubble-navigation","https://github.com/gauravk95/bubble-navigation.git","50","gauravk95/bubble-navigation","16","9485","false"
"p6spy/p6spy","https://github.com/p6spy/p6spy.git","1081","p6spy/p6spy","505","59667","true"
"kmshack/Android-ParallaxHeaderViewPager","https://github.com/kmshack/Android-ParallaxHeaderViewPager.git","43","kmshack/Android-ParallaxHeaderViewPager","6","4415","false"
"LuckyJayce/MVCHelper","https://github.com/LuckyJayce/MVCHelper.git","80","LuckyJayce/MVCHelper","36","26375","false"
"javahongxi/whatsmars","https://github.com/javahongxi/whatsmars.git","1469","javahongxi/whatsmars","13","12848","true"
"siyamed/android-satellite-menu","https://github.com/siyamed/android-satellite-menu.git","20","siyamed/android-satellite-menu","3","2520","false"
"neokree/MaterialTabs","https://github.com/neokree/MaterialTabs.git","59","neokree/MaterialTabs","5","18502","false"
"chat-sdk/chat-sdk-android","https://github.com/chat-sdk/chat-sdk-android.git","784","chat-sdk/chat-sdk-android","669","210893","false"
"keklikhasan/LDrawer","https://github.com/keklikhasan/LDrawer.git","23","keklikhasan/LDrawer","24","921","false"
"luckybilly/PreLoader","https://github.com/luckybilly/PreLoader.git","23","luckybilly/PreLoader","11","2705","false"
"dcevm/dcevm","https://github.com/dcevm/dcevm.git","234","dcevm/dcevm","153","1802","true"
"galenframework/galen","https://github.com/galenframework/galen.git","1555","galenframework/galen","489","9067","true"
"dkim0419/SoundRecorder","https://github.com/dkim0419/SoundRecorder.git","80","dkim0419/SoundRecorder","63","4955","false"
"Jude95/SwipeBackHelper","https://github.com/Jude95/SwipeBackHelper.git","71","Jude95/SwipeBackHelper","44","997","false"
"GoogleChrome/custom-tabs-client","https://github.com/GoogleChrome/custom-tabs-client.git","181","GoogleChrome/custom-tabs-client","21","13674","false"
"jlegewie/zotfile","https://github.com/jlegewie/zotfile.git","1083","jlegewie/zotfile","328","10261","true"
"johnkil/Android-AppMsg","https://github.com/johnkil/Android-AppMsg.git","64","johnkil/Android-AppMsg","28","705","false"
"pili-engineering/PLDroidMediaStreaming","https://github.com/pili-engineering/PLDroidMediaStreaming.git","171","pili-engineering/PLDroidMediaStreaming","186","42884","false"
"sjwall/MaterialTapTargetPrompt","https://github.com/sjwall/MaterialTapTargetPrompt.git","496","sjwall/MaterialTapTargetPrompt","170","2801","true"
"nntuyen/mkloader","https://github.com/nntuyen/mkloader.git","72","nntuyen/mkloader","7","1185","false"
"huolizhuminh/NetWorkPacketCapture","https://github.com/huolizhuminh/NetWorkPacketCapture.git","75","huolizhuminh/NetWorkPacketCapture","6","12007","false"
"java-json-tools/json-schema-validator","https://github.com/java-json-tools/json-schema-validator.git","2791","java-json-tools/json-schema-validator","227","19566","true"
"SherlockGougou/BigImageViewPager","https://github.com/SherlockGougou/BigImageViewPager.git","144","SherlockGougou/BigImageViewPager","125","15948","false"
"fengjiachun/Jupiter","https://github.com/fengjiachun/Jupiter.git","1741","fengjiachun/Jupiter","92","9827","true"
"JonathanLink/PDFLayoutTextStripper","https://github.com/JonathanLink/PDFLayoutTextStripper.git","43","JonathanLink/PDFLayoutTextStripper","25","22127","false"
"happyfish100/fastdfs-client-java","https://github.com/happyfish100/fastdfs-client-java.git","66","happyfish100/fastdfs-client-java","19","202","false"
"hehonghui/Colorful","https://github.com/hehonghui/Colorful.git","13","hehonghui/Colorful","1","1568","false"
"alibaba/jvm-sandbox-repeater","https://github.com/alibaba/jvm-sandbox-repeater.git","33","alibaba/jvm-sandbox-repeater","51","4671","false"
"whataa/pandora","https://github.com/whataa/pandora.git","147","whataa/pandora","72","4967","false"
"JeasonWong/Particle","https://github.com/JeasonWong/Particle.git","11","JeasonWong/Particle","7","1722","false"
"bwssytems/ha-bridge","https://github.com/bwssytems/ha-bridge.git","651","bwssytems/ha-bridge","1203","3291","true"
"wikimedia/apps-android-wikipedia","https://github.com/wikimedia/apps-android-wikipedia.git","16994","wikimedia/apps-android-wikipedia","2245","261189","false"
"OCNYang/QBox","https://github.com/OCNYang/QBox.git","78","OCNYang/QBox","15","52591","false"
"yangchong211/YCWebView","https://github.com/yangchong211/YCWebView.git","152","yangchong211/YCWebView","65","17452","false"
"scottyab/rootbeer","https://github.com/scottyab/rootbeer.git","179","scottyab/rootbeer","135","3106","false"
"albertlatacz/java-repl","https://github.com/albertlatacz/java-repl.git","453","albertlatacz/java-repl","107","77311","true"
"ogaclejapan/ArcLayout","https://github.com/ogaclejapan/ArcLayout.git","18","ogaclejapan/ArcLayout","16","5759","false"
"Netflix/servo","https://github.com/Netflix/servo.git","1273","Netflix/servo","462","5389","true"
"eleme/Amigo","https://github.com/eleme/Amigo.git","283","eleme/Amigo","258","743","true"
"Snailclimb/guide-rpc-framework","https://github.com/Snailclimb/guide-rpc-framework.git","144","Snailclimb/guide-rpc-framework","31","4308","false"
"casbin/jcasbin","https://github.com/casbin/jcasbin.git","290","casbin/jcasbin","168","406","true"
"RuedigerMoeller/fast-serialization","https://github.com/RuedigerMoeller/fast-serialization.git","773","RuedigerMoeller/fast-serialization","225","5379","true"
"liaohuqiu/android-GridViewWithHeaderAndFooter","https://github.com/liaohuqiu/android-GridViewWithHeaderAndFooter.git","41","liaohuqiu/android-GridViewWithHeaderAndFooter","30","1574","false"
"Chainfire/libsuperuser","https://github.com/Chainfire/libsuperuser.git","189","Chainfire/libsuperuser","89","534","false"
"chenupt/DragTopLayout","https://github.com/chenupt/DragTopLayout.git","135","chenupt/DragTopLayout","20","8416","false"
"anton46/Android-StepsView","https://github.com/anton46/Android-StepsView.git","33","anton46/Android-StepsView","7","638","false"
"huangyz0918/AndroidWM","https://github.com/huangyz0918/AndroidWM.git","222","huangyz0918/AndroidWM","24","4079","true"
"zhangdaiscott/jeecg","https://github.com/zhangdaiscott/jeecg.git","230","zhangdaiscott/jeecg","38","221168","false"
"JorgeCastilloPrz/AndroidFillableLoaders","https://github.com/JorgeCastilloPrz/AndroidFillableLoaders.git","47","JorgeCastilloPrz/AndroidFillableLoaders","11","1521","false"
"classgraph/classgraph","https://github.com/classgraph/classgraph.git","4662","classgraph/classgraph","505","27033","true"
"fanrunqi/MaterialLogin","https://github.com/fanrunqi/MaterialLogin.git","37","fanrunqi/MaterialLogin","17","5152","false"
"biezhi/30-seconds-of-java8","https://github.com/biezhi/30-seconds-of-java8.git","14","biezhi/30-seconds-of-java8","1","100","false"
"DV8FromTheWorld/JDA","https://github.com/DV8FromTheWorld/JDA.git","2004","DV8FromTheWorld/JDA","1540","28874","true"
